name,total_ops,threads,spent,throughput,latency
FxEvmap,8388608,17,11423073836,734356.4543514695,23149
FxEvmap,8388608,18,10965376552,765008.6579534729,23529
FxEvmap,8388608,19,11384088591,736871.2860010455,25784
FxEvmap,8388608,20,11645596514,720324.458254711,27765
FxEvmap,8388608,21,11551412048,726197.6254628018,28917
FxEvmap,8388608,22,11593533560,723559.2113988757,30405
FxEvmap,8388608,23,11914609750,704060.659645189,32667
FxEvmap,8388608,24,11658275095,719541.0926267905,33354
FxEvmap,8388608,25,12061378843,695493.28556813,35945
FxEvmap,8388608,26,12175136238,688995.0006323699,37736
FxEvmap,8388608,27,11722187931,715617.941750946,37729
FxEvmap,8388608,28,11724054279,715504.0227872012,39133
FxEvmap,8388608,29,12478472543,672246.3804038039,43138
FxEvmap,8388608,30,12300471214,681974.5239070482,43989
FxEvmap,8388608,31,12252254016,684658.3485002406,45278
FxEvmap,8388608,32,12767255412,657040.8227374781,48703
FxEvmap,8388608,33,12212666865,686877.6568401058,48043
FxEvmap,8388608,34,12847224017,652951.0179708732,52071
FxEvmap,8388608,35,12050118161,696143.2151885104,50277
FxEvmap,8388608,36,11926629005,703351.1310264823,51183
FxEvmap,8388608,37,12409744815,675969.4196016392,54736
FxEvmap,8388608,38,12293253819,682374.9125748039,55687
FxEvmap,8388608,39,11999193662,699097.6424162326,55786
FxEvmap,8388608,40,12328866683,680403.8210232953,58788
FxEvmap,8388608,41,12516581966,670199.5818656231,61175
FxEvmap,8388608,42,12617935713,664816.1942493803,63175
FxEvmap,8388608,43,12371245510,678073.0358329135,63414
FxEvmap,8388608,44,12344608777,679536.1563526689,64750
FxEvmap,8388608,45,12698206449,660613.6097795616,68118
FxEvmap,8388608,46,12222942437,686300.2131636399,67026
FxEvmap,8388608,47,12761977229,657312.5660291837,71503
