name,total_ops,threads,spent,throughput,latency
FxLeapfrogMap,16777216,16,113316424,148056348.83077496,108
FxLeapfrogMap,16777216,17,109806553,152788841.29984483,111
FxLeapfrogMap,16777216,18,105027894,159740573.29950842,112
FxLeapfrogMap,16777216,19,101606158,165120070.77366313,115
FxLeapfrogMap,16777216,20,99199008,169126852.55884817,118
FxLeapfrogMap,16777216,21,94350777,177817465.1386284,118
FxLeapfrogMap,16777216,22,92522195,181331798.27824014,121
FxLeapfrogMap,16777216,23,90431703,185523610.0109715,123
FxLeapfrogMap,16777216,24,88231450,190150065.53785527,126
FxLeapfrogMap,16777216,25,86497729,193961346.66148287,128
FxLeapfrogMap,16777216,26,85011129,197353172.42992973,131
FxLeapfrogMap,16777216,27,83007106,202117828.32183066,133
FxLeapfrogMap,16777216,28,81295706,206372720.35007608,135
FxLeapfrogMap,16777216,29,78525159,213654021.38186055,135
FxLeapfrogMap,16777216,30,77560212,216312147.26437312,138
FxLeapfrogMap,16777216,31,78471958,213798870.67428598,144
FxLeapfrogMap,16777216,32,73736350,227529786.86902726,140
FxLeapfrogMap,16777216,33,83900494,199965640.24998468,165
FxLeapfrogMap,16777216,34,91312741,183733571.2001023,185
FxLeapfrogMap,16777216,35,89294729,187885849.34279826,186
FxLeapfrogMap,16777216,36,94850553,176880529.09928736,203
FxLeapfrogMap,16777216,37,92173486,182017809.32968077,203
FxLeapfrogMap,16777216,38,92178337,182008230.41535237,208
FxLeapfrogMap,16777216,39,88160213,190303714.44315815,204
FxLeapfrogMap,16777216,40,89834412,186757119.3096917,214
FxLeapfrogMap,16777216,41,86837944,193201441.98715714,212
FxLeapfrogMap,16777216,42,88082593,190471413.5743029,220
FxLeapfrogMap,16777216,43,88365314,189862008.52520028,226
FxLeapfrogMap,16777216,44,89949864,186517413.74506134,235
FxLeapfrogMap,16777216,45,85883609,195348288.16986486,230
FxLeapfrogMap,16777216,46,84289029,199043887.4316609,231
FxLeapfrogMap,16777216,47,83109301,201869294.9902202,232
FxDashMap,16777216,1,1183652159,14174110.081608865,70
FxDashMap,16777216,2,728266339,23037198.208332952,86
FxDashMap,16777216,3,586559535,28602750.44373799,104
FxDashMap,16777216,4,438202285,38286463.97861663,104
FxDashMap,16777216,5,380578607,44083444.763882905,113
FxDashMap,16777216,6,348283091,48171204.498699024,124
FxDashMap,16777216,7,318854804,52617102.79892788,133
FxDashMap,16777216,8,268671453,62445100.93150834,128
FxDashMap,16777216,9,252501660,66443982.982131675,135
FxDashMap,16777216,10,240320863,69811733.32420997,143
FxDashMap,16777216,11,233820211,71752633.90725449,153
FxDashMap,16777216,12,229056262,73244956.7346908,163
FxDashMap,16777216,13,221192741,75848854.3708584,171
FxDashMap,16777216,14,210963146,79526762.46115519,176
FxDashMap,16777216,15,185046499,90664865.80759358,165
FxDashMap,16777216,16,191702923,87516745.89750518,182
FxDashMap,16777216,17,196143581,85535381.34903328,198
FxDashMap,16777216,18,194213341,86385497.07046129,208
FxDashMap,16777216,19,193524346,86693051.01281674,219
FxDashMap,16777216,20,192561909,87126348.54487239,229
FxDashMap,16777216,21,189168788,88689134.06581639,236
FxDashMap,16777216,22,187101396,89669111.82212664,245
FxDashMap,16777216,23,183198031,91579674.23787431,251
FxDashMap,16777216,24,181522661,92424912.17115861,259
FxDashMap,16777216,25,176784000,94902344.10353878,263
FxDashMap,16777216,26,175638073,95521521.69193976,272
FxDashMap,16777216,27,182925041,91716344.07341747,294
FxDashMap,16777216,28,169040293,99249804.30553323,282
FxDashMap,16777216,29,157417268,106577989.90641865,272
FxDashMap,16777216,30,157868131,106273608.82609043,282
FxDashMap,16777216,31,159424699,105235989.81359845,294
FxDashMap,16777216,32,157879072,106266244.0782525,301
FxDashMap,16777216,33,163942327,102336085.54305808,322
FxDashMap,16777216,34,161344193,103984008.89457485,326
FxDashMap,16777216,35,173616079,96633998.97425398,362
FxDashMap,16777216,36,164824372,101788441.8209705,353
FxDashMap,16777216,37,165046843,101651238.4911234,363
FxDashMap,16777216,38,167284317,100291625.06608436,378
FxDashMap,16777216,39,169408979,99033806.23054226,393
FxDashMap,16777216,40,174026604,96406041.45789112,414
FxDashMap,16777216,41,170617217,98332491.26317658,416
FxDashMap,16777216,42,172138813,97463295.50907266,430
FxDashMap,16777216,43,172931059,97016788.63829777,443
FxDashMap,16777216,44,181699729,92334843.27321148,476
FxDashMap,16777216,45,176103419,95269110.02221937,472
FxDashMap,16777216,46,179291636,93575006.47715658,491
FxDashMap,16777216,47,180667633,92862322.49469943,506
RwLock<FxHashMap>,16777216,1,841022681,19948589.23430152,50
RwLock<FxHashMap>,16777216,2,859899749,19510665.074051555,102
RwLock<FxHashMap>,16777216,3,859376771,19522538.386134714,153
RwLock<FxHashMap>,16777216,4,867367552,19342683.45791197,206
RwLock<FxHashMap>,16777216,5,878580241,19095826.672478057,261
RwLock<FxHashMap>,16777216,6,906393431,18509860.53759253,324
RwLock<FxHashMap>,16777216,7,899694154,18647688.13425012,375
RwLock<FxHashMap>,16777216,8,957791208,17516569.227058515,456
RwLock<FxHashMap>,16777216,9,1012616287,16568186.99776651,543
RwLock<FxHashMap>,16777216,10,1042504669,16093180.681956256,621
RwLock<FxHashMap>,16777216,11,1121604349,14958230.159287658,735
RwLock<FxHashMap>,16777216,12,1124439184,14920518.813937027,804
RwLock<FxHashMap>,16777216,13,1216079281,13796153.147353884,942
RwLock<FxHashMap>,16777216,14,1317378154,12735307.587315585,1099
RwLock<FxHashMap>,16777216,15,1371255475,12234930.912490979,1225
RwLock<FxHashMap>,16777216,16,1454225654,11536872.529962946,1386
RwLock<FxHashMap>,16777216,17,1469065879,11420329.230858136,1488
RwLock<FxHashMap>,16777216,18,1630046146,10292479.167641921,1748
RwLock<FxHashMap>,16777216,19,1409582442,11902259.49196379,1596
RwLock<FxHashMap>,16777216,20,1818566638,9225516.211190937,2167
RwLock<FxHashMap>,16777216,21,1847004284,9083474.329396844,2311
RwLock<FxHashMap>,16777216,22,1963040273,8546547.022369724,2574
RwLock<FxHashMap>,16777216,23,1979428400,8475788.262914687,2713
RwLock<FxHashMap>,16777216,24,2134541659,7859868.149802177,3053
RwLock<FxHashMap>,16777216,25,2310105478,7262532.451342899,3442
RwLock<FxHashMap>,16777216,26,2317749821,7238579.353125102,3591
RwLock<FxHashMap>,16777216,27,2473943692,6781567.444017638,3981
RwLock<FxHashMap>,16777216,28,2598816954,6455712.848177764,4337
RwLock<FxHashMap>,16777216,29,2489459000,6739301.99292296,4303
RwLock<FxHashMap>,16777216,30,2687504388,6242674.830564779,4805
RwLock<FxHashMap>,16777216,31,2650500948,6329828.33402103,4897
RwLock<FxHashMap>,16777216,32,2806368098,5978266.36211997,5352
RwLock<FxHashMap>,16777216,33,2715239473,6178908.404518469,5340
RwLock<FxHashMap>,16777216,34,2745164954,6111551.138504008,5563
RwLock<FxHashMap>,16777216,35,2860708713,5864706.156120971,5967
RwLock<FxHashMap>,16777216,36,2770442368,6055789.571292032,5944
RwLock<FxHashMap>,16777216,37,2838149907,5911321.300760312,6259
RwLock<FxHashMap>,16777216,38,2879423097,5826589.366974158,6521
RwLock<FxHashMap>,16777216,39,2911543143,5762310.629102706,6768
RwLock<FxHashMap>,16777216,40,2826161421,5936396.935905947,6738
RwLock<FxHashMap>,16777216,41,2894886342,5795466.21799634,7074
RwLock<FxHashMap>,16777216,42,2911997625,5761411.292359828,7289
RwLock<FxHashMap>,16777216,43,2914295500,5756868.512475828,7469
RwLock<FxHashMap>,16777216,44,2928569646,5728808.950442833,7680
RwLock<FxHashMap>,16777216,45,2979558808,5630771.896481393,7991
RwLock<FxHashMap>,16777216,46,2985966088,5618689.397520043,8186
RwLock<FxHashMap>,16777216,47,3027293497,5541985.280457926,8480
FxFlurry,16777216,1,1496229770,11212994.378530512,89
FxFlurry,16777216,2,879410538,19077797.314273257,104
FxFlurry,16777216,3,684051501,24526246.891460296,122
FxFlurry,16777216,4,484846460,34603152.511415675,115
FxFlurry,16777216,5,409331844,40986833.16707703,121
FxFlurry,16777216,6,365233786,45935553.180175945,130
FxFlurry,16777216,7,347942637,48218338.93269022,145
FxFlurry,16777216,8,285742913,58714373.084031664,136
FxFlurry,16777216,9,271055703,61895823.67872187,145
FxFlurry,16777216,10,258193562,64979218.96286477,153
FxFlurry,16777216,11,246957478,67935646.79989159,161
FxFlurry,16777216,12,233081541,71980028.65443558,166
FxFlurry,16777216,13,243061082,69024690.6742561,188
FxFlurry,16777216,14,199328799,84168550.0748941,166
FxFlurry,16777216,15,182924777,91716476.43993028,163
FxFlurry,16777216,16,207512710,80849100.7611052,197
FxFlurry,16777216,17,200259386,83777426.54219462,202
FxFlurry,16777216,18,203382643,82490893.77799068,218
FxFlurry,16777216,19,190399071,88116060.1881298,215
FxFlurry,16777216,20,202491563,82853901.42403118,241
FxFlurry,16777216,21,180162820,93122521.06178178,225
FxFlurry,16777216,22,238063883,70473587.9654622,312
FxFlurry,16777216,23,188208284,89141751.06128697,258
FxFlurry,16777216,24,189178840,88684421.57695861,270
FxFlurry,16777216,25,166697957,100644400.81890145,248
FxFlurry,16777216,26,183393714,91481957.77310011,284
FxFlurry,16777216,27,179785576,93317920.00933379,289
FxFlurry,16777216,28,179900038,93258546.17106862,300
FxFlurry,16777216,29,218912606,76638875.69818614,378
FxFlurry,16777216,30,161853068,103657077.41789609,289
FxFlurry,16777216,31,164477384,102003178.74705498,303
FxFlurry,16777216,32,163660885,102512069.39275685,312
FxFlurry,16777216,33,184428630,90968609.37480259,362
FxFlurry,16777216,34,182973133,91692237.67950675,370
FxFlurry,16777216,35,170689764,98290697.73627433,356
FxFlurry,16777216,36,182065640,92149270.99918468,390
FxFlurry,16777216,37,181793822,92287052.52701052,400
FxFlurry,16777216,38,182830778,91763630.73836507,414
FxFlurry,16777216,39,161984405,103573032.23109657,376
FxFlurry,16777216,40,175465083,95615695.80199611,418
FxFlurry,16777216,41,183063702,91646873.8297448,447
FxFlurry,16777216,42,176897972,94841200.32761031,442
FxFlurry,16777216,43,156820131,106983815.74493137,401
FxFlurry,16777216,44,179079545,93685831.0646255,469
FxFlurry,16777216,45,155196486,108103066.19957878,416
FxFlurry,16777216,46,161305468,104008972.59105934,442
FxFlurry,16777216,47,174014793,96412584.8771949,487
FxEvmap,16777216,1,2748914875,6103214.090978353,163
FxEvmap,16777216,2,1511544611,11099385.27642966,180
FxEvmap,16777216,3,1206160173,13909608.670191102,215
FxEvmap,16777216,4,883351900,18992675.512443002,210
FxEvmap,16777216,5,804720637,20848497.2655175,239
FxEvmap,16777216,6,708409048,23682949.910600238,253
FxEvmap,16777216,7,700729825,23942488.818711262,292
FxEvmap,16777216,8,646756734,25940535.471873417,308
FxEvmap,16777216,9,648509892,25870408.773965165,347
FxEvmap,16777216,10,698958812,24003153.99414408,416
FxEvmap,16777216,11,716557819,23413624.909450606,469
FxEvmap,16777216,12,746697182,22468567.452019658,534
FxEvmap,16777216,13,712306141,23553378.293842338,551
FxEvmap,16777216,14,775062203,21646283.2725698,646
FxEvmap,16777216,15,716147596,23427036.68029907,640
FxEvmap,16777216,16,747693295,22438633.744869947,713
FxEvmap,16777216,17,745773923,22496383.263859443,755
FxEvmap,16777216,18,759330301,22094753.72957624,814
FxEvmap,16777216,19,761168225,22041403.528109703,862
FxEvmap,16777216,20,762915970,21990909.4313493,909
FxEvmap,16777216,21,771730179,21739743.31513087,965
FxEvmap,16777216,22,763637706,21970125.189182315,1001
FxEvmap,16777216,23,769798601,21794292.660711136,1055
FxEvmap,16777216,24,765511354,21916351.615602557,1095
FxEvmap,16777216,25,776485645,21606601.626228392,1157
FxEvmap,16777216,26,815011082,20585261.1952582,1263
FxEvmap,16777216,27,821017059,20434674.061991688,1321
FxEvmap,16777216,28,797871938,21027454.65902073,1331
FxEvmap,16777216,29,756494084,22177590.485955473,1307
FxEvmap,16777216,30,802759327,20899434.532512136,1435
FxEvmap,16777216,31,775819202,21625162.095433675,1433
FxEvmap,16777216,32,797311540,21042234.005543176,1520
FxEvmap,16777216,33,827849041,20266033.01941857,1628
FxEvmap,16777216,34,796684485,21058795.942285735,1614
FxEvmap,16777216,35,785373256,21362092.319578554,1638
FxEvmap,16777216,36,793035039,21155705.8325641,1701
FxEvmap,16777216,37,803274203,20886038.58724939,1771
FxEvmap,16777216,38,815647399,20569201.86415012,1847
FxEvmap,16777216,39,805448216,20829664.36168753,1872
FxEvmap,16777216,40,810258420,20706006.362760168,1931
FxEvmap,16777216,41,890935234,18831016.396866396,2177
FxEvmap,16777216,42,797699741,21031993.79125786,1996
FxEvmap,16777216,43,805430324,20830127.07626836,2064
FxEvmap,16777216,44,837539296,20031556.8238126,2196
FxEvmap,16777216,45,839717718,19979590.331807196,2252
FxEvmap,16777216,46,849945064,19739176.931086924,2330
FxEvmap,16777216,47,833034488,20139881.65157455,2333
CrossbeamSkipMap,16777216,1,28307730732,592672.5868221743,1687
CrossbeamSkipMap,16777216,2,14340249810,1169938.89383298,1709
CrossbeamSkipMap,16777216,3,9644355717,1739589.091516708,1724
CrossbeamSkipMap,16777216,4,7417847129,2261736.553508853,1768
CrossbeamSkipMap,16777216,5,5995439784,2798329.497824875,1786
CrossbeamSkipMap,16777216,6,5081465208,3301649.2907570843,1817
CrossbeamSkipMap,16777216,7,4452359248,3768163.139022604,1857
CrossbeamSkipMap,16777216,8,4018967582,4174508.9149614344,1916
CrossbeamSkipMap,16777216,9,3655982453,4588976.072965851,1961
CrossbeamSkipMap,16777216,10,3414706882,4913222.885524381,2035
CrossbeamSkipMap,16777216,11,3203014823,5237945.163265328,2100
CrossbeamSkipMap,16777216,12,2936729932,5712890.319667297,2100
CrossbeamSkipMap,16777216,13,2689864742,6237196.888764602,2084
CrossbeamSkipMap,16777216,14,2517719249,6663656.405162592,2100
CrossbeamSkipMap,16777216,15,2352970718,7130227.278926979,2103
CrossbeamSkipMap,16777216,16,2274787590,7375289.048416165,2169
CrossbeamSkipMap,16777216,17,2278731013,7362525.855086522,2308
CrossbeamSkipMap,16777216,18,2178639973,7700774.890721239,2337
CrossbeamSkipMap,16777216,19,2090967479,8023661.854379323,2367
CrossbeamSkipMap,16777216,20,2020716759,8302606.451535843,2408
CrossbeamSkipMap,16777216,21,1910704383,8780644.535738211,2391
CrossbeamSkipMap,16777216,22,1801293297,9313983.473952826,2362
CrossbeamSkipMap,16777216,23,1714499154,9785490.97610112,2350
CrossbeamSkipMap,16777216,24,1659408290,10110360.482771844,2373
CrossbeamSkipMap,16777216,25,1568255697,10698010.555353971,2336
CrossbeamSkipMap,16777216,26,1492470053,11241241.300806189,2312
CrossbeamSkipMap,16777216,27,1446222757,11600713.596017629,2327
CrossbeamSkipMap,16777216,28,1425707600,11767641.555673828,2379
CrossbeamSkipMap,16777216,29,1357488674,12359009.928653002,2346
CrossbeamSkipMap,16777216,30,1321931610,12691440.217546504,2363
CrossbeamSkipMap,16777216,31,1290586713,12999681.33175721,2384
CrossbeamSkipMap,16777216,32,1269473625,13215883.866827087,2421
CrossbeamSkipMap,16777216,33,1465462379,11448411.259419987,2882
CrossbeamSkipMap,16777216,34,1486887933,11283443.51154271,3013
CrossbeamSkipMap,16777216,35,1539362258,10898809.49906984,3211
CrossbeamSkipMap,16777216,36,1477998933,11351304.54116505,3171
CrossbeamSkipMap,16777216,37,1563590634,10729928.687971406,3448
CrossbeamSkipMap,16777216,38,1399270950,11989969.490898099,3169
CrossbeamSkipMap,16777216,39,1514483427,11077847.205785237,3520
CrossbeamSkipMap,16777216,40,1468591232,11424020.268153146,3501
CrossbeamSkipMap,16777216,41,1476943664,11359414.992554516,3609
CrossbeamSkipMap,16777216,42,1512627840,11091436.740976552,3786
CrossbeamSkipMap,16777216,43,1483200918,11311492.459580583,3801
CrossbeamSkipMap,16777216,44,1476508973,11362759.256323192,3872
CrossbeamSkipMap,16777216,45,1428415466,11745333.48268857,3831
CrossbeamSkipMap,16777216,46,1442991438,11626691.30126883,3956
CrossbeamSkipMap,16777216,47,1435849701,11684521.011019105,4022
RwLock<BTreeMap>,16777216,1,6987920427,2400888.2435432463,416
RwLock<BTreeMap>,16777216,2,4304383894,3897704.3900257656,513
RwLock<BTreeMap>,16777216,3,3037438982,5523474.249004683,543
RwLock<BTreeMap>,16777216,4,2558248808,6558086.120292643,609
RwLock<BTreeMap>,16777216,5,2253185956,7445997.058220614,671
RwLock<BTreeMap>,16777216,6,2057522395,8154086.701933566,735
RwLock<BTreeMap>,16777216,7,1993523947,8415858.773729594,831
RwLock<BTreeMap>,16777216,8,1944110924,8629762.732612474,927
RwLock<BTreeMap>,16777216,9,2107928691,7959100.358390634,1130
RwLock<BTreeMap>,16777216,10,2139188088,7842796.102929683,1275
RwLock<BTreeMap>,16777216,11,2281026980,7355115.1069681775,1495
RwLock<BTreeMap>,16777216,12,2423826279,6921789.793830352,1733
RwLock<BTreeMap>,16777216,13,2560934404,6551208.798552264,1984
RwLock<BTreeMap>,16777216,14,2694804249,6225764.267005948,2248
RwLock<BTreeMap>,16777216,15,2776172132,6043290.978471647,2482
RwLock<BTreeMap>,16777216,16,2948937699,5689240.571507917,2812
RwLock<BTreeMap>,16777216,17,3084954354,5438400.0781879965,3125
RwLock<BTreeMap>,16777216,18,3253869089,5156082.049126347,3491
RwLock<BTreeMap>,16777216,19,3417622979,4909030.663443465,3870
RwLock<BTreeMap>,16777216,20,3780290683,4438075.642025965,4506
RwLock<BTreeMap>,16777216,21,3859125156,4347414.328844845,4830
RwLock<BTreeMap>,16777216,22,3704262802,4529164.612980934,4857
RwLock<BTreeMap>,16777216,23,3869373066,4335900.341949607,5304
RwLock<BTreeMap>,16777216,24,3996923174,4197532.769490255,5717
RwLock<BTreeMap>,16777216,25,4031995716,4161020.2940999353,6008
RwLock<BTreeMap>,16777216,26,4286027540,3914397.619572925,6642
RwLock<BTreeMap>,16777216,27,4381651771,3828970.6432264084,7051
RwLock<BTreeMap>,16777216,28,4465685565,3756918.3400399126,7452
RwLock<BTreeMap>,16777216,29,4792454803,3500756.2282064157,8283
RwLock<BTreeMap>,16777216,30,4670490673,3592174.179254592,8351
RwLock<BTreeMap>,16777216,31,4747991364,3533539.7042225963,8773
RwLock<BTreeMap>,16777216,32,4823041007,3478555.5369838467,9199
RwLock<BTreeMap>,16777216,33,4791463512,3501480.488786408,9424
RwLock<BTreeMap>,16777216,34,4865710650,3448050.4918639166,9860
RwLock<BTreeMap>,16777216,35,4748092885,3533464.1521024075,9905
RwLock<BTreeMap>,16777216,36,4834884571,3470034.445213232,10374
RwLock<BTreeMap>,16777216,37,4782486578,3508052.9189934717,10547
RwLock<BTreeMap>,16777216,38,4832895966,3471462.2698335983,10946
RwLock<BTreeMap>,16777216,39,4815370178,3484096.835722024,11193
RwLock<BTreeMap>,16777216,40,4852208456,3457645.348945,11568
RwLock<BTreeMap>,16777216,41,4880931626,3437297.894244258,11927
RwLock<BTreeMap>,16777216,42,4919771756,3410161.4530265615,12316
RwLock<BTreeMap>,16777216,43,4954799877,3386053.20426345,12699
RwLock<BTreeMap>,16777216,44,4960127823,3382416.058353261,13008
RwLock<BTreeMap>,16777216,45,4961471938,3381499.726220965,13307
RwLock<BTreeMap>,16777216,46,5016075486,3344689.697518639,13753
RwLock<BTreeMap>,16777216,47,5026658136,3337648.104581584,14081
